p_id,sequence,p_pred,generator,rule,posterior,m_pred,correct,BayFold_pred,BayLOOCV_pred
76,11111101,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,1,1
76,01000101,1,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,True,0,0
76,00101111,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,1,1
76,01101010,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,False,1,1
76,01000001,1,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,True,0,0
76,01111111,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,1,1
76,10000101,1,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,True,0,0
76,11111010,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,1,1
76,11101010,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,1,1
76,11000000,1,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,True,0,0
76,10100111,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,1,1
76,01010101,0,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,0,True,0,0
76,01110010,1,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,True,1,1
76,00110101,1,stock,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",0.4827063325396762,1,True,0,0
77,00110101,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,0,0
77,10101010,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
77,01010000,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,0,0
77,01000000,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,0,0
77,11111101,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,1,1
77,01011110,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
77,00100000,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,False,0,0
77,10100111,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,1,1
77,10000101,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,0,0
77,11001101,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,1,1
77,10100110,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,False,1,1
77,11111010,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
77,01101010,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
77,01111111,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
77,01010101,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,0,0
77,01001011,0,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,0,True,0,0
77,11010010,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
77,11101010,1,bingo,"else_(streak_(x, 2), invert_(get_(x, 7)))",0.6539210470742988,1,True,1,1
78,01110010,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,00111111,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,11110010,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,00110101,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,01011000,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,11011001,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,01101010,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,11111010,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,01010000,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,01010010,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,11001101,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,01011101,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,01000101,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,10110100,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,10000000,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,01011110,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,1,True,1,1
78,00100000,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
78,10000001,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.948118997619029,0,True,0,0
79,01000001,0,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,0,True,0,0
79,01110010,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,11010010,0,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,False,1,1
79,00111111,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,01011110,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,01010000,0,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,0,True,0,0
79,11011111,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,01111111,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,10001010,0,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,False,0,0
79,01010100,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,0,0
79,11110010,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,11000110,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,0,0
79,11101010,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,00110110,0,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,False,1,1
79,10101010,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,1,1
79,00110101,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,0,0
79,00001101,0,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,False,0,0
79,01011000,1,stock,"else_(conform_(x, 3), '1')",0.3736852240740886,1,True,0,0
80,10000101,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,0,0
80,01011101,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,11001101,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,11110010,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,11011001,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,01010111,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,10100110,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,False,1,1
80,01010100,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,0,0
80,01010101,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,0,0
80,11111010,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,01101010,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,1,1
80,01010000,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,0,0
80,11000110,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,0,0
80,00110110,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,False,1,1
80,10001010,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,0,0
80,01111111,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,01011111,1,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,1,True,1,1
80,01000000,0,bingo,"else_(conform_(x, 4), get_(x, 0))",0.6609021108465587,0,True,0,0
81,10101010,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,True,1,1
81,01011101,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,True,1,1
81,11110010,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,1,1
81,11000110,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,0,0
81,10100111,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,1,1
81,11011111,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,1,1
81,01000001,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,False,0,0
81,10000001,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,0,0
81,10000000,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,0,0
81,01010100,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,True,0,0
81,10100110,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,1,1
81,01010000,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,True,0,0
81,10001010,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,False,0,0
81,10111111,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,True,1,1
81,01101010,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,1,True,1,1
81,01010101,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,0,0
81,10000101,0,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,True,0,0
81,11001101,1,analyst,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",0.4757252687674164,0,False,1,1
82,00110101,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,01011000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,01101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,00110110,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,11110010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,10100110,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,False,0,1
82,10101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,01011101,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,10111111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,01000101,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,10110100,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,11010000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,10001010,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,10000000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,01011110,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,11010010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
82,00100000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
82,11000110,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,0,0
83,01010010,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,0,0
83,11010000,0,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,False,0,0
83,01000000,0,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,0,True,0,0
83,10110100,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,10001010,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,0,0
83,11110010,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,11011111,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,11001101,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,00001101,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,0,0
83,01010101,0,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,0,True,0,0
83,01000101,0,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,False,0,0
83,00110110,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,11101010,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,10100111,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,11000110,0,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,False,0,0
83,11111101,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,01111111,1,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,1,True,1,1
83,11111010,0,analyst,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",0.430825330158705,0,True,1,1
84,01010101,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
84,10100000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
84,10101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,11110010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,11001101,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,10001010,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
84,01101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,01011101,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,11011001,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,01010100,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,False,0,0
84,01000000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
84,01111111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,01010111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,01110010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,11101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,01011110,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
84,01000001,0,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
84,00101111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
85,11011001,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,1,True,1,1
85,00110101,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,0,0
85,01010111,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,1,1
85,11111010,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,1,True,1,1
85,10101010,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,1,True,1,1
85,11000000,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,0,0
85,00001101,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,0,0
85,01010010,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,0,0
85,00110110,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,False,1,1
85,10000000,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,False,0,0
85,11000110,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,1,True,0,0
85,01110010,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,1,1
85,01010100,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,False,0,0
85,00101111,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,1,1
85,11111101,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,1,True,1,1
85,11011111,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,1,True,1,1
85,10000001,0,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,True,0,0
85,01011101,1,analyst,"else_(conform_(x, 3), get_(x, 0))",0.3736852240740885,0,False,1,1
86,11010010,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
86,01010010,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,0,0
86,01010101,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
86,01010111,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,1,1
86,11111010,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,1,1
86,01111111,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,1,1
86,11000000,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,0,0
86,01001011,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
86,11010000,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,0,0
86,10001010,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,0,0
86,10000101,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,0,0
86,10100000,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,0,0
86,11011001,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,1,1
86,10101010,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
86,11110010,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
86,11111101,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,False,1,1
86,11001101,0,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,0,True,1,1
86,11101010,1,stock,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.8045105542327938,1,True,1,1
87,11000110,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,00001101,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,01000000,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,11110010,1,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,1,True,1,1
87,01010000,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,11011001,1,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,1,True,1,1
87,01000101,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,01110010,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,1,1
87,10101000,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,01010010,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,01010100,1,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,False,0,0
87,10100000,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,10001010,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,11010010,1,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,1,True,1,1
87,10000000,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,01011101,1,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,1,True,1,1
87,00110101,0,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,True,0,0
87,01101010,1,bingo,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",0.6263147759259113,0,False,1,1
88,10000101,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,01110010,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
88,10110100,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,1,1
88,01011101,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
88,11011111,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
88,11101010,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
88,11011001,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
88,10111111,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
88,00110110,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,False,1,1
88,10000001,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,11010000,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,10100110,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,1
88,01000001,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,10101010,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,1,1
88,11000110,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,01011000,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,10001010,0,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,0,True,0,0
88,01111111,1,analyst,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.8045105542327938,1,True,1,1
89,00001101,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,0
89,01101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,01111111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,10100110,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,1
89,11101010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,01000001,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,0
89,11010010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,False,1,1
89,01011000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,0
89,11000110,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,0
89,10000001,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,0
89,11111010,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,11111101,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,10111111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,11110010,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,False,1,1
89,00101111,1,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,True,1,1
89,10110100,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,1,1
89,00110110,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,1,False,1,1
89,10100000,0,stock,"else_(conform_(x, 4), invert_(get_(x, 0)))",0.5172936674603237,0,True,0,0
